,Date,Matchday,Team_Home,Team_Away,Goals_Home,Goals_Away,Attempts_Home,Attempts_Away,Attempts_On_Target_Home,Attempts_On_Target_Away,Possession_Home,Possession_Away,Passes_Home,Passes_Away,Passing_Accuracy_Home,Passing_Accuracy_Away,Fouls_Home,Fouls_Away,Yellow_Cards_Home,Yellow_Cards_Away,Red_Cards_Home,Red_Cards_Away,Offside_Home,Offside_Away,Corners_Home,Corners_Away
172,11.2.2023,Spieltag 20 von 34,Werder Bremen,Dortmund,0,2,9,18,4,9,43,57,406,534,71,83,7,7,1,0,0,0,4,3,3,7
173,11.2.2023,Spieltag 20 von 34,Mainz,Augsburg,3,1,15,13,7,3,49,51,383,370,68,59,12,6,1,1,0,0,6,1,4,12
174,11.2.2023,Spieltag 20 von 34,Bayern,Bochum,3,0,23,7,12,1,65,35,596,319,83,69,10,12,1,1,0,0,0,1,6,3
175,11.2.2023,Spieltag 20 von 34,Hoffenheim,Leverkusen,1,3,11,12,6,4,49,51,484,491,82,83,15,9,3,1,0,0,2,1,5,8
176,11.2.2023,Spieltag 20 von 34,Freiburg,VfB Stuttgart,2,1,9,15,5,3,53,47,486,438,81,81,13,10,3,3,0,0,4,2,4,3
177,11.2.2023,Spieltag 20 von 34,RB Leipzig,Union Berlin,1,2,10,6,2,3,64,36,648,358,85,67,15,13,4,4,0,0,4,2,3,4
178,12.2.2023,Spieltag 20 von 34,Hertha,Mönchengladbach,4,1,18,8,6,3,30,70,268,646,69,85,12,11,1,1,0,0,2,5,4,6
179,12.2.2023,Spieltag 20 von 34,Köln,Eintracht Frankfurt,3,0,8,6,4,1,43,57,410,550,75,79,15,11,3,2,0,0,1,2,3,9
180,17.2.2023,Spieltag 21 von 34,Augsburg,Hoffenheim,1,0,13,8,3,2,45,55,373,449,68,73,13,14,3,3,0,0,1,1,6,1
181,18.2.2023,Spieltag 21 von 34,VfB Stuttgart,Köln,3,0,17,12,7,4,45,55,396,481,75,77,10,12,3,4,0,0,1,3,3,6
182,18.2.2023,Spieltag 21 von 34,Bochum,Freiburg,0,2,16,19,5,5,46,54,357,404,64,69,15,10,4,2,1,0,1,0,5,5
183,18.2.2023,Spieltag 21 von 34,Mönchengladbach,Bayern,3,2,17,13,7,5,54,46,581,506,88,84,9,9,0,1,0,1,0,4,4,0
184,18.2.2023,Spieltag 21 von 34,Wolfsburg,RB Leipzig,0,3,7,16,2,5,43,57,460,604,80,87,16,15,1,1,0,0,0,1,2,5
185,18.2.2023,Spieltag 21 von 34,Eintracht Frankfurt,Werder Bremen,2,0,11,3,6,0,44,56,485,615,80,81,15,9,1,1,0,0,5,1,5,2
186,19.2.2023,Spieltag 21 von 34,Union Berlin,Schalke,0,0,9,8,4,1,55,45,427,360,73,65,13,19,2,1,0,0,0,0,6,4
187,19.2.2023,Spieltag 21 von 34,Dortmund,Hertha,4,1,12,16,5,9,59,41,540,371,78,72,8,14,1,2,0,0,0,2,3,4
188,19.2.2023,Spieltag 21 von 34,Leverkusen,Mainz,2,3,21,12,7,7,67,33,558,267,82,62,14,19,5,5,1,0,2,1,4,5
189,24.2.2023,Spieltag 22 von 34,Mainz,Mönchengladbach,4,0,14,9,8,2,36,64,339,616,71,82,17,6,2,3,0,0,2,3,3,3
190,25.2.2023,Spieltag 22 von 34,RB Leipzig,Eintracht Frankfurt,2,1,10,7,5,4,54,46,587,499,81,79,11,12,2,3,0,0,1,2,2,6
191,25.2.2023,Spieltag 22 von 34,Hertha,Augsburg,2,0,11,8,3,1,44,56,316,392,62,68,16,19,1,3,0,0,5,1,1,6
192,25.2.2023,Spieltag 22 von 34,Hoffenheim,Dortmund,0,1,13,25,4,11,43,57,366,483,75,83,11,7,3,1,0,0,2,1,12,11
193,25.2.2023,Spieltag 22 von 34,Köln,Wolfsburg,0,2,13,6,5,4,58,42,446,342,81,73,9,16,1,2,0,0,6,2,10,2
194,25.2.2023,Spieltag 22 von 34,Werder Bremen,Bochum,3,0,11,7,6,1,60,40,510,350,77,66,16,16,3,2,0,0,2,4,2,0
195,25.2.2023,Spieltag 22 von 34,Schalke,VfB Stuttgart,2,1,12,17,6,5,33,67,269,520,66,81,12,13,2,2,0,0,3,1,6,9
196,26.2.2023,Spieltag 22 von 34,Freiburg,Leverkusen,1,1,9,18,4,4,45,55,455,551,74,79,14,13,2,1,0,0,2,0,1,3
197,26.2.2023,Spieltag 22 von 34,Bayern,Union Berlin,3,0,20,3,9,0,71,29,755,321,88,73,8,9,1,1,0,0,3,1,10,4
198,3.3.2023,Spieltag 23 von 34,Dortmund,RB Leipzig,2,1,8,17,3,6,38,62,388,626,78,87,8,20,2,5,0,0,0,2,4,6
199,4.3.2023,Spieltag 23 von 34,Union Berlin,Köln,0,0,8,10,2,4,52,48,519,499,79,77,9,10,1,0,0,0,1,2,5,4
200,4.3.2023,Spieltag 23 von 34,Mönchengladbach,Freiburg,0,0,9,8,4,3,53,47,481,434,83,78,11,15,3,2,1,0,1,2,6,5
201,4.3.2023,Spieltag 23 von 34,Augsburg,Werder Bremen,2,1,9,20,5,7,37,63,350,572,74,81,10,9,2,3,0,0,3,3,3,7
202,4.3.2023,Spieltag 23 von 34,Mainz,Hoffenheim,1,0,16,15,6,3,46,54,359,426,71,73,12,15,1,4,0,0,4,1,11,3
203,4.3.2023,Spieltag 23 von 34,Bochum,Schalke,0,2,7,10,4,4,63,37,406,231,72,58,17,11,2,1,0,0,2,3,4,4
204,4.3.2023,Spieltag 23 von 34,VfB Stuttgart,Bayern,1,2,10,14,4,6,39,61,426,651,81,88,6,12,0,0,0,0,3,1,3,6
205,5.3.2023,Spieltag 23 von 34,Leverkusen,Hertha,4,1,16,7,9,2,62,38,657,399,86,76,11,14,1,2,0,0,4,1,9,2
206,5.3.2023,Spieltag 23 von 34,Wolfsburg,Eintracht Frankfurt,2,2,12,10,7,2,53,47,482,438,81,78,11,16,3,3,0,0,0,1,4,5
207,10.3.2023,Spieltag 24 von 34,Köln,Bochum,0,2,11,9,5,3,64,36,483,298,76,63,9,14,2,2,0,0,3,1,10,1
208,11.3.2023,Spieltag 24 von 34,RB Leipzig,Mönchengladbach,3,0,14,7,9,3,67,33,693,354,87,75,9,9,1,0,0,0,3,1,11,0
209,11.3.2023,Spieltag 24 von 34,Bayern,Augsburg,5,3,23,13,8,6,66,34,581,296,87,71,8,10,2,1,0,0,2,1,8,5
210,11.3.2023,Spieltag 24 von 34,Hertha,Mainz,1,1,11,6,4,3,40,60,271,411,53,69,10,15,2,1,0,0,2,3,7,8
211,11.3.2023,Spieltag 24 von 34,Eintracht Frankfurt,VfB Stuttgart,1,1,10,10,1,4,52,48,484,468,78,77,16,11,4,1,0,0,3,3,3,2
212,11.3.2023,Spieltag 24 von 34,Schalke,Dortmund,2,2,10,20,4,8,34,66,275,552,69,84,16,8,1,1,0,0,1,1,3,6
213,12.3.2023,Spieltag 24 von 34,Freiburg,Hoffenheim,2,1,9,12,3,1,60,40,486,322,78,68,11,25,2,3,0,1,1,2,2,2
214,12.3.2023,Spieltag 24 von 34,Werder Bremen,Leverkusen,2,3,12,13,6,5,54,46,542,480,76,72,12,12,2,1,0,0,5,1,2,3
215,12.3.2023,Spieltag 24 von 34,Wolfsburg,Union Berlin,1,1,15,12,6,2,59,41,497,356,78,69,11,14,1,4,0,0,1,1,3,5
216,17.3.2023,Spieltag 25 von 34,Mönchengladbach,Werder Bremen,2,2,21,8,9,3,59,41,535,370,84,74,9,12,1,1,0,0,4,0,6,5
217,18.3.2023,Spieltag 25 von 34,Augsburg,Schalke,1,1,9,14,3,5,42,58,273,357,64,76,11,14,4,4,1,0,1,0,9,6
218,18.3.2023,Spieltag 25 von 34,Hoffenheim,Hertha,3,1,16,11,7,5,46,54,304,344,67,70,10,11,0,3,1,0,3,1,8,9
219,18.3.2023,Spieltag 25 von 34,VfB Stuttgart,Wolfsburg,0,1,12,9,2,3,57,43,504,384,84,77,10,8,1,0,0,0,4,2,3,8
220,18.3.2023,Spieltag 25 von 34,Bochum,RB Leipzig,1,0,8,22,2,8,34,66,295,543,66,82,11,8,2,3,0,0,0,0,2,7
221,18.3.2023,Spieltag 25 von 34,Dortmund,Köln,6,1,12,11,8,5,64,36,718,398,90,85,7,10,1,0,0,0,0,0,1,6
222,19.3.2023,Spieltag 25 von 34,Union Berlin,Eintracht Frankfurt,2,0,15,19,3,5,36,64,289,496,66,81,19,15,3,2,0,0,1,0,3,7
223,19.3.2023,Spieltag 25 von 34,Leverkusen,Bayern,2,1,11,11,5,6,40,60,403,603,80,85,10,11,2,3,0,0,3,1,5,3
224,19.3.2023,Spieltag 25 von 34,Mainz,Freiburg,1,1,10,11,5,5,46,54,390,445,66,68,18,10,2,3,0,0,2,0,3,5
225,31.3.2023,Spieltag 26 von 34,Eintracht Frankfurt,Bochum,1,1,19,7,7,2,73,27,574,223,84,57,14,13,3,2,0,0,2,0,15,2
226,1.4.2023,Spieltag 26 von 34,RB Leipzig,Mainz,0,3,12,19,3,7,70,30,706,308,85,67,13,20,3,3,0,0,4,0,3,4
227,1.4.2023,Spieltag 26 von 34,Schalke,Leverkusen,0,3,12,18,3,10,48,52,341,388,71,75,20,13,2,1,0,0,3,1,7,5
228,1.4.2023,Spieltag 26 von 34,Union Berlin,VfB Stuttgart,3,0,12,17,5,8,37,63,300,511,67,81,11,12,1,1,0,0,5,2,3,5
229,1.4.2023,Spieltag 26 von 34,Wolfsburg,Augsburg,2,2,23,5,5,2,69,31,628,291,89,69,9,15,3,2,0,0,3,2,4,7
230,1.4.2023,Spieltag 26 von 34,Freiburg,Hertha,1,1,16,10,8,3,59,41,522,378,82,76,7,11,1,1,0,0,2,2,2,2
231,1.4.2023,Spieltag 26 von 34,Bayern,Dortmund,4,2,16,10,9,4,48,52,534,564,85,85,11,7,1,1,0,0,5,0,6,2
232,2.4.2023,Spieltag 26 von 34,Köln,Mönchengladbach,0,0,12,8,5,2,51,49,438,451,82,78,18,8,3,3,0,0,1,2,11,1
233,2.4.2023,Spieltag 26 von 34,Werder Bremen,Hoffenheim,1,2,12,8,4,2,58,42,533,395,78,73,12,16,3,4,0,0,5,2,1,6
234,8.4.2023,Spieltag 27 von 34,Dortmund,Union Berlin,2,1,15,7,6,2,64,36,583,328,84,73,8,11,5,2,0,0,0,4,8,0
235,8.4.2023,Spieltag 27 von 34,Freiburg,Bayern,0,1,10,22,2,8,33,67,323,657,67,87,11,14,2,2,0,0,1,3,2,6
236,8.4.2023,Spieltag 27 von 34,Mainz,Werder Bremen,2,2,16,9,10,4,51,49,457,461,71,72,11,22,1,5,0,0,3,1,1,2
237,8.4.2023,Spieltag 27 von 34,Augsburg,Köln,1,3,13,11,1,6,53,47,449,419,72,72,5,11,3,4,0,0,4,8,6,1
238,8.4.2023,Spieltag 27 von 34,Leverkusen,Eintracht Frankfurt,3,1,14,9,9,2,43,57,436,569,79,82,9,13,1,5,0,0,1,0,2,5
239,8.4.2023,Spieltag 27 von 34,Hertha,RB Leipzig,0,1,11,18,1,6,32,68,276,578,60,82,12,13,4,3,0,0,0,3,4,4
240,9.4.2023,Spieltag 27 von 34,Mönchengladbach,Wolfsburg,2,0,13,10,6,2,44,56,389,482,76,83,12,11,0,1,0,0,2,2,5,8
241,9.4.2023,Spieltag 27 von 34,Bochum,VfB Stuttgart,2,3,12,15,5,7,56,44,475,384,77,73,12,8,3,3,0,0,2,0,7,4
242,9.4.2023,Spieltag 27 von 34,Hoffenheim,Schalke,2,0,15,11,4,3,44,56,303,366,65,71,14,13,3,0,0,0,2,1,9,8
243,14.4.2023,Spieltag 28 von 34,Schalke,Hertha,5,2,14,11,7,5,52,48,293,261,64,64,12,19,2,3,0,0,3,4,7,8
244,15.4.2023,Spieltag 28 von 34,Köln,Mainz,1,1,11,5,4,1,54,46,448,384,72,67,10,15,3,2,0,0,1,3,3,3
245,15.4.2023,Spieltag 28 von 34,VfB Stuttgart,Dortmund,3,3,12,15,5,6,43,57,452,615,86,87,7,14,3,3,1,0,2,1,5,7
246,15.4.2023,Spieltag 28 von 34,Bayern,Hoffenheim,1,1,22,4,8,1,66,34,658,337,87,75,7,10,2,1,0,0,1,1,13,4
247,15.4.2023,Spieltag 28 von 34,RB Leipzig,Augsburg,3,2,12,12,6,2,59,41,637,432,85,81,8,11,2,3,0,0,5,3,3,5
248,15.4.2023,Spieltag 28 von 34,Eintracht Frankfurt,Mönchengladbach,1,1,16,4,5,2,59,41,560,411,80,77,16,5,1,2,0,0,2,2,10,2
249,16.4.2023,Spieltag 28 von 34,Werder Bremen,Freiburg,1,2,13,7,5,3,49,51,493,502,74,77,14,11,2,3,0,0,1,4,5,2
250,16.4.2023,Spieltag 28 von 34,Union Berlin,Bochum,1,1,10,14,2,6,39,61,324,493,64,76,10,7,0,1,1,0,4,0,5,7
251,16.4.2023,Spieltag 28 von 34,Wolfsburg,Leverkusen,0,0,11,15,3,4,42,58,445,593,82,87,10,17,0,5,0,0,1,2,2,5
252,21.4.2023,Spieltag 29 von 34,Augsburg,VfB Stuttgart,1,1,4,7,1,3,38,62,328,539,71,80,17,12,5,3,0,0,0,1,1,3
253,22.4.2023,Spieltag 29 von 34,Hoffenheim,Köln,1,3,12,13,4,6,55,45,485,403,75,73,11,11,1,2,0,0,1,3,2,5
254,22.4.2023,Spieltag 29 von 34,Bochum,Wolfsburg,1,5,24,15,6,7,55,45,360,312,73,72,11,8,3,3,0,0,4,0,10,3
255,22.4.2023,Spieltag 29 von 34,Hertha,Werder Bremen,2,4,14,13,5,4,55,45,432,366,77,71,11,12,2,2,0,0,1,1,8,4
256,22.4.2023,Spieltag 29 von 34,Mainz,Bayern,3,1,12,11,4,2,25,75,247,736,62,87,14,6,2,0,0,0,2,3,2,7
257,22.4.2023,Spieltag 29 von 34,Dortmund,Eintracht Frankfurt,4,0,14,9,7,2,55,45,496,424,83,79,10,13,2,3,0,0,1,3,5,2
258,23.4.2023,Spieltag 29 von 34,Freiburg,Schalke,4,0,26,9,12,3,44,56,315,398,77,81,9,10,1,2,0,0,2,1,6,5
259,23.4.2023,Spieltag 29 von 34,Leverkusen,RB Leipzig,2,0,7,26,4,6,31,69,324,710,73,85,9,9,3,3,0,1,1,3,0,9
260,23.4.2023,Spieltag 29 von 34,Mönchengladbach,Union Berlin,0,1,8,13,4,3,62,38,664,408,88,81,10,12,3,2,0,0,0,3,2,2
261,28.4.2023,Spieltag 30 von 34,Bochum,Dortmund,1,1,13,22,4,7,33,67,251,485,67,82,13,9,1,2,0,0,2,1,4,11
262,29.4.2023,Spieltag 30 von 34,Köln,Freiburg,0,1,19,13,4,6,57,43,451,353,78,68,15,7,1,1,0,0,1,0,9,6
263,29.4.2023,Spieltag 30 von 34,Eintracht Frankfurt,Augsburg,1,1,7,10,1,3,59,41,528,359,78,68,6,11,2,2,0,0,4,3,5,7
264,29.4.2023,Spieltag 30 von 34,VfB Stuttgart,Mönchengladbach,2,1,17,9,6,4,41,59,443,627,82,86,11,14,2,2,0,1,3,0,5,8
265,29.4.2023,Spieltag 30 von 34,RB Leipzig,Hoffenheim,1,0,15,5,2,1,59,41,586,420,84,79,10,14,0,2,0,0,3,1,7,1
266,29.4.2023,Spieltag 30 von 34,Union Berlin,Leverkusen,0,0,9,9,1,1,34,66,324,650,70,87,9,8,1,1,0,0,1,1,6,4
267,29.4.2023,Spieltag 30 von 34,Schalke,Werder Bremen,2,1,19,10,10,1,57,43,411,336,77,73,10,17,4,3,0,0,3,4,11,3
268,30.4.2023,Spieltag 30 von 34,Bayern,Hertha,2,0,26,2,9,1,82,18,765,180,90,58,5,8,2,0,0,0,2,2,18,1
269,30.4.2023,Spieltag 30 von 34,Wolfsburg,Mainz,3,0,10,10,4,2,51,49,491,464,78,77,6,11,1,3,0,0,2,4,3,5
270,5.5.2023,Spieltag 31 von 34,Leverkusen,Köln,1,2,13,7,3,5,65,35,672,375,82,72,8,13,1,6,0,0,3,0,9,2
271,5.5.2023,Spieltag 31 von 34,Mainz,Schalke,2,3,10,16,4,10,57,43,403,313,67,63,12,10,4,1,0,0,3,1,7,6
272,6.5.2023,Spieltag 31 von 34,Freiburg,RB Leipzig,0,1,3,13,1,5,41,59,351,518,68,80,9,11,1,4,0,0,4,2,3,3
273,6.5.2023,Spieltag 31 von 34,Mönchengladbach,Bochum,2,0,25,14,9,2,56,44,413,335,74,66,7,13,2,1,0,0,3,2,11,3
274,6.5.2023,Spieltag 31 von 34,Hoffenheim,Eintracht Frankfurt,3,1,8,19,4,7,31,69,251,547,72,85,17,14,2,4,1,0,2,0,1,11
275,6.5.2023,Spieltag 31 von 34,Hertha,VfB Stuttgart,2,1,7,14,3,4,29,71,251,610,64,84,9,19,4,1,0,0,1,2,3,5
276,6.5.2023,Spieltag 31 von 34,Augsburg,Union Berlin,1,0,13,12,3,5,38,62,312,501,72,83,10,14,2,2,0,0,0,2,3,7
277,6.5.2023,Spieltag 31 von 34,Werder Bremen,Bayern,1,2,13,13,2,4,33,67,330,671,73,87,14,11,2,1,0,0,1,0,1,11
278,7.5.2023,Spieltag 31 von 34,Dortmund,Wolfsburg,6,0,20,10,10,3,58,42,501,368,88,84,11,14,0,1,0,0,2,2,10,6
279,12.5.2023,Spieltag 32 von 34,Köln,Hertha,5,2,31,9,16,3,64,36,513,302,84,71,11,13,2,7,0,0,0,0,12,3
280,13.5.2023,Spieltag 32 von 34,Bochum,Augsburg,3,2,13,15,8,2,56,44,326,264,65,59,13,16,3,2,0,0,1,0,7,7
281,13.5.2023,Spieltag 32 von 34,Wolfsburg,Hoffenheim,2,1,9,10,3,2,46,54,392,457,75,77,17,12,2,2,0,0,0,7,3,7
282,13.5.2023,Spieltag 32 von 34,Bayern,Schalke,6,0,25,8,14,0,63,37,536,309,88,77,10,10,0,3,0,0,2,0,4,3
283,13.5.2023,Spieltag 32 von 34,Eintracht Frankfurt,Mainz,3,0,18,9,6,3,56,44,537,424,84,77,4,10,1,3,0,0,0,1,5,1
284,13.5.2023,Spieltag 32 von 34,Union Berlin,Freiburg,4,2,10,11,4,6,36,64,304,540,69,80,18,13,3,1,0,0,1,0,1,7
285,13.5.2023,Spieltag 32 von 34,Dortmund,Mönchengladbach,5,2,34,13,12,8,55,45,551,459,90,87,10,12,0,2,0,0,0,3,10,4
286,14.5.2023,Spieltag 32 von 34,VfB Stuttgart,Leverkusen,1,1,9,12,1,2,53,47,520,470,86,85,7,14,3,4,0,0,0,0,7,3
287,14.5.2023,Spieltag 32 von 34,RB Leipzig,Werder Bremen,2,1,20,6,7,2,62,38,573,348,84,71,12,20,2,4,0,0,5,1,3,2
288,19.5.2023,Spieltag 33 von 34,Freiburg,Wolfsburg,2,0,16,9,7,2,43,57,366,488,81,81,15,16,1,3,1,0,2,0,4,4
289,20.5.2023,Spieltag 33 von 34,Hoffenheim,Union Berlin,4,2,10,18,5,3,42,58,384,487,75,81,15,15,4,5,0,0,2,1,1,5
290,20.5.2023,Spieltag 33 von 34,Werder Bremen,Köln,1,1,14,13,6,4,43,57,401,511,77,83,10,9,4,2,0,0,1,1,4,9
291,20.5.2023,Spieltag 33 von 34,Schalke,Eintracht Frankfurt,2,2,11,6,4,2,48,52,341,371,70,74,11,16,3,4,0,0,3,0,8,3
292,20.5.2023,Spieltag 33 von 34,Hertha,Bochum,1,1,14,16,3,4,51,49,328,322,64,64,7,10,1,1,0,0,1,1,9,5
293,20.5.2023,Spieltag 33 von 34,Bayern,RB Leipzig,1,3,15,14,4,7,60,40,575,388,87,79,8,11,1,1,0,0,3,0,7,2
294,21.5.2023,Spieltag 33 von 34,Mainz,VfB Stuttgart,1,4,10,7,6,6,46,54,421,486,77,82,18,11,3,1,0,0,1,0,6,3
295,21.5.2023,Spieltag 33 von 34,Augsburg,Dortmund,0,3,4,28,1,10,35,65,301,553,79,88,12,9,3,3,1,0,2,1,3,8
296,21.5.2023,Spieltag 33 von 34,Leverkusen,Mönchengladbach,2,2,13,11,5,6,46,54,546,619,86,89,12,15,3,3,1,0,1,1,2,3
297,27.5.2023,Spieltag 34 von 34,Bochum,Leverkusen,3,0,12,11,5,2,52,48,350,329,74,65,12,12,5,5,0,1,1,2,2,5
298,27.5.2023,Spieltag 34 von 34,Dortmund,Mainz,2,2,29,10,10,4,74,26,661,246,88,67,5,13,1,1,0,0,1,0,6,3
299,27.5.2023,Spieltag 34 von 34,Union Berlin,Werder Bremen,1,0,15,7,5,3,46,54,359,446,73,76,9,10,1,3,0,0,3,1,15,1
300,27.5.2023,Spieltag 34 von 34,Köln,Bayern,1,2,8,12,2,4,46,54,436,514,77,81,10,8,3,0,0,0,0,2,7,3
301,27.5.2023,Spieltag 34 von 34,Wolfsburg,Hertha,1,2,20,8,8,5,64,36,559,324,84,75,9,18,1,5,0,0,2,1,7,3
302,27.5.2023,Spieltag 34 von 34,RB Leipzig,Schalke,4,2,18,15,11,4,51,49,425,387,75,73,12,11,2,2,0,0,2,0,4,5
303,27.5.2023,Spieltag 34 von 34,Eintracht Frankfurt,Freiburg,2,1,15,14,6,7,61,39,544,352,82,75,13,10,4,2,0,0,1,2,3,6
304,27.5.2023,Spieltag 34 von 34,Mönchengladbach,Augsburg,2,0,19,9,7,2,75,25,805,264,91,71,5,19,0,1,0,1,4,2,4,4
305,27.5.2023,Spieltag 34 von 34,VfB Stuttgart,Hoffenheim,1,1,23,8,4,2,58,42,547,418,86,77,12,10,0,0,0,0,1,2,9,2
